,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886370,株式会社アンビスホールディングス医心館八事南山,,052-875-8102,愛知県名古屋市昭和区南山町22番地11,https://ishinkan.amvis.com/hospices/ishinkan_yagotominamiyama/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l730ff9e24d0ccdcd76273acdb0b0fcf1&p=t%2BAK7k0GmMUr0ZRss/MBm857Z9VE2Pf8ce0BX5SHzFq2A06mlU/YDbklhyxRVWmTjrHC1jsSP7rMF7Xz7eIWk2idAgfHqBQoe/89nqap1kdeZzjWUI/IPIPbHJ89TuZmg/x7/FImSa6cN5KZAcgjxoWniVAzDgzLLb%2BMJzKdyXevgbHQ9IQ2H2nDWBRa6XAQyV6j9fxcYhGphu3kM7g5wA9VLLaJc12IZd6%2Bwja4yO5eaEuU31tRQavLpV1VyANjP3EWtDqXgKeOc63jGPIsOtJx8UQuow4A0q%2BrJEIdQr3KEVffZMUExtHMwLGV7Z0Xn6zJW0r///HKy24GgUISLqTN4fKJhV4zrBG8GdULNl7FgBWuQxtQxCnl28RvEab1u5IWk75ghrSxmI0AwbzxSREmILzXfgZBIKEDuuoO7wB1oVpz0RMf82JRk18wa5ZjDgfrSXw9tqeVCqXyvURIVu%2BBjUMpMSuDyRCmWhqHnVaqsmQHoTUmIM91T1nZBI1LyIOAF5/%2B34T3WXrgeOlRv3tCk7EAzAEJrqmnaUxwFFhLr3YbBETeqJJcd5pROZSp&ph=ced5995fe685&phv=1,介護職員・ヘルパー／有料老人ホーム／介護福祉士／日勤・夜勤,VIETA（介護）, , ,,,,介護,介護職,,,,正社員,,,,,,,,,,,
946889,株式会社アンビス医心館上尾,,048-782-5380,埼玉県上尾市緑丘三丁目2番25号, https://ishinkan.amvis.com/hospices/ishinkan_ageo/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=le1a3138c1a7d8ab1c7a635b0f5ff1b05&p=t%2BAK7k0GmMUr0ZRss/MBm0Jtmboh3UFvKi0SX2nJ00pNurYV5HwknGVE4vBsvIw%2BfJmrR38levszCFaU4wBLqWl87zyrCIlpVFiNOq8N%2BM6Xn5MIPiCiRoAdJF92coPcyPIO26/I9VtrdlETv8pGQpva26DgKc7dphM0D32D7W97S6gqy51nRefgDydxshdUyvDy0ULD0Gz/r6kXnA2He0MCb41uuboDBdb/Y7hCYOHeeakoS4EROxrwRTmPKo2fb5RPpaT0ZOYJjl5qKuOjqNVjIf2cIpqAOB2PnkDEzy9OdSdShWiDlcs1/3GLrKVTW/XurwQdTfwBsLNYnqRy7KH148qrFhwf2W5gmuQVbHdP/t1tFTKHxdS6AVNsqrAqdVxvs62BpvOwtpWHXbqQqEV151U27DT7DuRjnHmhviDvF22LTQGwbmzdqhB145z8Klx5E6iJK7y5VOm5xtlU5sGWQfk0paAq1q%2B5dFad0uDaVxu9WlRNQLt/1Z1RSvFqwhUl44WppaBXYOceEL%2BseyZARpA8LEI/Xdfsso9ItQA%3D&ph=66f7bc32a5d8&phv=1,サービス提供責任者／有料老人ホーム／介護福祉士／日勤のみ,LINK（介護）, , ,,,,介護,有料老人ホーム,,,,正社員,,,,,,,,,,,
741559,株式会社アンビス医心館仙台八乙女,,022-725-6827,宮城県仙台市泉区八乙女中央3丁目9−19,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/6a0a1e141b110180dbb8a1bb6e42b0f0,介護福祉士／有料老人ホーム,SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
76999,株式会社アンビス医心館名張,,0595-64-2146,三重県 名張市東町１９０１－１,https://xn--pckua2a7gp15o89zb.com/jb/0d881ba5e804d30fe00b3d89c2a7f803,https://www.amvis.co.jp/,医心館名張にて介護職員,ビイサイド（介護）,,,,15.4億円（2020年3月末時点）,医療特化型の住宅施設に入居されている方の日常生活のケア,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
590089,株式会社アンビス医心館名張,,0595-64-2146,三重県 名張市東町１９０１－１,https://xn--pckua2a7gp15o89zb.com/jb/0d881ba5e804d30fe00b3d89c2a7f803,https://www.amvis.co.jp/,医心館名張にて介護職員,G&G（介護）,,,,15.4億円（2020年3月末時点）,医療特化型の住宅施設に入居されている方の日常生活のケア,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
732381,株式会社アンビス医心館名張,,0595-64-2146,三重県 名張市東町１９０１－１,https://xn--pckua2a7gp15o89zb.com/jb/0d881ba5e804d30fe00b3d89c2a7f803,https://www.amvis.co.jp/,医心館名張にて介護職員,SOUND（介護）,,,,15.4億円（2020年3月末時点）,医療特化型の住宅施設に入居されている方の日常生活のケア,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
828628,株式会社アンビス医心館名張,,0595-64-2146,三重県 名張市東町１９０１－１,https://xn--pckua2a7gp15o89zb.com/jb/0d881ba5e804d30fe00b3d89c2a7f803,https://www.amvis.co.jp/,医心館名張にて介護職員,ビイサイド（介護）,,,,15.4億円（2020年3月末時点）,医療特化型の住宅施設に入居されている方の日常生活のケア,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
829116,株式会社アンビス医心館名張,,0595-64-2146,三重県 名張市東町１９０１－１,https://xn--pckua2a7gp15o89zb.com/jb/0d881ba5e804d30fe00b3d89c2a7f803,https://www.amvis.co.jp/,医心館名張にて介護職員,ビイサイド（介護）,,,,15.4億円（2020年3月末時点）,医療特化型の住宅施設に入居されている方の日常生活のケア,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
829806,株式会社アンビス医心館名張,,0595-64-2146,三重県 名張市東町１９０１－１,https://xn--pckua2a7gp15o89zb.com/jb/0d881ba5e804d30fe00b3d89c2a7f803,https://www.amvis.co.jp/,医心館名張にて介護職員,ビイサイド（介護）,,,,15.4億円（2020年3月末時点）,医療特化型の住宅施設に入居されている方の日常生活のケア,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
784050,株式会社アンビス医心館和歌山,,073-488-3571,和歌山県和歌山市津秦223番１,https://www.kaigokensaku.mhlw.go.jp/30/index.php?action_kouhyou_pref_seikatu_detail_920_detail=true&FacilityId=83950&CityCd=302015&ServiceCd=920&SearchType=nursinghome,https://xn--pckua2a7gp15o89zb.com/jbn/aae1ddfaa61cc69c0a810cf57e405b2c,介護職・ヘルパー,ニューアース（介護）, , ,,,,介護,介護サービス,,,,正社員,,,,,,,,,,,
740696,株式会社アンビス医心館山形,,023-666-5380,山形県山形市馬見ヶ崎一丁目10番25号,https://ishinkan.amvis.com/hospices/ishinkan_yamagata/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l1c03e0d31c36713e535e5b5b19792c5e&p=t%2BAK7k0GmMUr0ZRss/MBm0VZUNuM29di5C0sGNp8fATYWagczGXddWjPeWO9kUK76UY5uuaZ/bD1ZZ7U7SQipg%2Bf6DkuB%2BuBT466X1tsR7OV1jiufWldSNiXdflBuz1EoftjdNyTVdLGR2pfgAM6JLjDbgKRX3aJBUKeioCL1rmRdMFeNupzviu4HD%2Bt5p2mZPPWAwzxIkDsI4wxyTGNnORyp1KrVqX28dd9eqtmY0BSwJE/WMEKqSmHrZfninudB2cem2qmqFDrMTJ%2BYhnGw%2BQYXd%2BUpSkj1btvbgewB4ZvKMJ9y1RNK9b9mvVguQoFEZy/mLutWl9vDNksIpZDt9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HNHttuEaFE2p53c0LDxsQFd3qkxnk4EcjEWBeK25BJEd3qK1lOkoMMlSFZDkw7Eoufdwe/6cyn%2B1iLGtw2xXa6B0nPbwM7Ye5Dj3cwOy1ELe/DmxZv4yRzoOoqE9QHXvgpz/lTTEK8MAWOQLrUdSx7PgpNWn7R/Q10MfS7dyDD3IgAy1Eh8QJuDv45v/xoqgv&ph=f7f79b5f8e5e&phv=1,介護職員・ヘルパー有料老人ホーム介護福祉士夜勤手当あり,SOUND（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
741056,株式会社アンビス医心館山形,,023-666-5380,山形県山形市馬見ヶ崎一丁目10番25号, https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l1c03e0d31c36713e535e5b5b19792c5e&p=t%2BAK7k0GmMUr0ZRss/MBm0VZUNuM29di5C0sGNp8fATYWagczGXddWjPeWO9kUK76UY5uuaZ/bD1ZZ7U7SQipg%2Bf6DkuB%2BuBT466X1tsR7OV1jiufWldSNiXdflBuz1EoftjdNyTVdLGR2pfgAM6JLjDbgKRX3aJBUKeioCL1rmRdMFeNupzviu4HD%2Bt5p2mZPPWAwzxIkDsI4wxyTGNnORyp1KrVqX28dd9eqtmY0BSwJE/WMEKqSmHrZfninudB2cem2qmqFDrMTJ%2BYhnGw%2BQYXd%2BUpSkj1btvbgewB4ZvKMJ9y1RNK9b9mvVguQoFEZy/mLutWl9vDNksIpZDt9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HNHttuEaFE2p53c0LDxsQFd3qkxnk4EcjEWBeK25BJEd3qK1lOkoMMlSFZDkw7Eoufdwe/6cyn%2B1iLGtw2xXa6B0nPbwM7Ye5Dj3cwOy1ELe/DmxZv4yRzoOoqE9QHXvgpz/lTTEK8MAWOQLrUdSx7PgpNWn7R/Q10MfS7dyDD3IgAy1Eh8QJuDv45v/xoqgv&ph=f7f79b5f8e5e&phv=1,介護職員・ヘルパー有料老人ホーム介護福祉士夜勤手当あり,SOUND（介護）, , ,,,,介護,医療施設型ホスピス,,,,正社員,,,,,,,,,,,
79102,株式会社アンビス医心館岐阜,,058-259-3937,岐阜県岐阜市尼ヶ崎町1-9-19,https://xn--pckua2a7gp15o89zb.com/jb/6ffb1255ea727dfc34737f98d4be09c9,,有料老人ホームにて介護士,ビイサイド（介護）,,,,"1,004",15.4億円,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
589025,株式会社アンビス医心館岐阜,,058-259-3937,岐阜県岐阜市尼ヶ崎町1-9-19,https://xn--pckua2a7gp15o89zb.com/jb/6ffb1255ea727dfc34737f98d4be09c9,,有料老人ホームにて介護士,G&G（介護）,,,,"1,004",15.4億円,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
593233,株式会社アンビス医心館岐阜,,058-259-3937,岐阜県岐阜市尼ヶ崎町1-9-19,https://xn--pckua2a7gp15o89zb.com/jb/6ffb1255ea727dfc34737f98d4be09c9,,有料老人ホームにて介護士,SOUND（介護）,,,,"1,004",15.4億円,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
870875,株式会社アンビス医心館平塚,,03-6263-0160,神奈川県平塚市宮の前11-11,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/a7e45e2eb7c57c0f214b4437e6b27596,介護福祉士／有料老人ホーム,光誠会（介護）,,,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
870876,株式会社アンビス医心館府中,,03-6263-0160,東京都府中市府中町3-3-6、7,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/21764a1788bd6547518b29e488df0e0d,介護福祉士／有料老人ホーム,光誠会（介護）,,,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
870877,株式会社アンビス医心館成増,,03-6904-0205,東京都板橋区成増3丁目19-19,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/5426fade00c1c13b11396f9b3d1b62d8,介護福祉士／有料老人ホーム,光誠会（介護）,,,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
870878,株式会社アンビス医心館瑞江,,03-6638-6212,東京都江戸川区南篠崎町4丁目17番1号,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/1e250a970c8a78ba75393e3c7d5b9fe2,介護福祉士／有料老人ホーム,光誠会（介護）,,,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
928998,株式会社アンビス医心館長野,,262745026,長野県長野市大字稲葉916-1,https://www.kaigokensaku.mhlw.go.jp/20/index.php?action_kouhyou_pref_seikatu_detail_920_detail=true&FacilityId=57474&CityCd=202011&ServiceCd=920&SearchType=nursinghome,https://xn--pckua2a7gp15o89zb.com/jbn/38c1496bffc5c02c6a8af7dad3672c69,介護職・ヘルパー／医心館長野のサービス提供責任者／サ責未経験者歓迎,田中（介護）, , ,,,,介護,介護サービス,,,,正社員,,,,,,,,,,,
799814,株式会社アンビス医心館高松,,087-813-8282,香川県高松市木太町5013番地5, https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l31b2ecd552556c400b5a8470085ae33d&p=t%2BAK7k0GmMUr0ZRss/MBm/H7Nn59eWrv02VG1OEZuqTJ%2B6RNlPuP2i6roS%2BzKsi/c35I%2B3sF4zzwH868Q26dTIp7CwABIzKr7Kh6LDSFCXX86ZAcTff512D3f/cq8nCYNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINh5hUX5RL8HbaTgem9J7gFUbgrGfQLb5O8DkgYRw6QnD1c4nUiLnykUxIU/%2BXiqRsiNwfAqAwKESVJTk%2BAdgnJ0TH5QTSS9GPdJF6V2MV9oYrQYfxQpQypZVlrRnWnOEA9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HePrvADFShFCLTiaUgIr5gqVXhlrl/UjMnsLh/QJ0VkPB3VUUL2WtoacZZ4QnogbYzi8KxEZ3yUs7rfiu52wuDS3X0hyllO/beX%2BDT0m1xwqDVE0Yk%2B/6hu6LLW1xNFBNIAMtRIfECbg7%2BOb/8aKoLw%3D%3D&ph=37cfed9a4ca0&phv=1,24年12月OPEN／初任者研修の方も年収370万～有料老人ホーム介護...,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
999323,株式会社イーアス住宅型有料老人ホームイーアスア...,,0270-61-7011,群馬県佐波郡玉村町藤川58-1,https://i-as-gunma.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/f5ffe59b7dbb07e59909d1e0fa8661d0,介護福祉士,モンキークルー（介護）, , ,,,,介護,住宅型有料老人ホーム,,,,正社員,,,,,,,,,,,
261541,株式会社いきいきライフ阪急阪神,,06-6373-5352,大阪市北区芝田1丁目16番1号,https://ikiiki-life.hankyu-hanshin.co.jp/index.html,https://xn--pckua2a7gp15o89zb.com/jb/7c0d774fd5992e5a32f95ad661efba7e,デイサービス／施設介護・看護／インストラクター無資格未経験...,FUJI（介護）,,石原 敏孝,530-0012,,,介護業,,,,,正社員,,,,,,,,,,,
567459,株式会社いきいきライフ阪急阪神,,06-6373-5352,大阪府大阪市北区芝田1-16-1,,https://xn--pckua2a7gp15o89zb.com/jbn/6e4de7bed63c83601d1ec8f1acff30df,,ニュートラル（介護）,,石原　敏孝,530-0012,79,,介護,デイサービス,,,,,,,,,,,,,,,
576610,株式会社いきいきライフ阪急阪神,,06-6676-8002,大阪府大阪市北区芝田一丁目16番1号,https://hankyuhanshin-ikiiki.jp/sp/,https://xn--pckua2a7gp15o89zb.com/jbn/be59095b5917f1181bdbe76146de2c09,デイサービスでの介護業務／自転車通勤可／ワークライフバランス,ケアリンク（介護）,,石原 敏孝,530-0012,,,介護,デイサービス事業　シニアサロン事業　シニアコンテンツ受託事業　コミュニティデザイン事業　地域包括ケア支援サービス事業,,,,,,,,,,,,,,,
676021,株式会社いきいきライフ阪急阪神,,06-7162-3499,,,https://xn--pckua2a7gp15o89zb.com/jbn/b9cd6e09bbf2bee562b90d4ec30a6861,介護職／ヘルパー／通所介護・デイサービス／1818,ニュートラル（介護）,,石原　敏孝,530-0012,79,,介護,デイサービス,,,,,,,,,,,,,,,
687444,株式会社いきいきライフ阪急阪神,,0797-74-9700,兵庫県宝塚市小林5-3-43 エスティ宝塚103号室,https://hankyuhanshin-ikiiki.jp/,https://xn--pckua2a7gp15o89zb.com/jb/b8ecb3b4ab7760437864411fa5021b78?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,デイサービスにおける介護職／無資格可,SOUND（介護）,,,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
504903,株式会社イグナーツナーシング笑和みなみ,,052-602-7300,愛知県名古屋市南区豊田5-11-68,https://ignarts.co.jp/archives/facility/nursing_showa_minami,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l8f786896c8f665db5db05fa9cde4ce28&p=t%2BAK7k0GmMUr0ZRss/MBm5gVkryX%2B2PGk9%2Btw4JBsT8x9KwujY7VjgCJcbAtbbP5SqhcpBlhhAZoEQAJhyowImidAgfHqBQoe/89nqap1kePrZqbVnauGeypO5J9cHWr5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgs2o/JWpW6eHZPqNiMrMDf/G2J/uyssyr7hlgvaY%2BLipJrYVKjNYffEeaDsRxTxJH%2BHVgBrJRmFMWzo6HIMVBLNDyoDflVmes/CWYkpiubLBMgDm%2BqAXCKya13trRip00h5uHRO0TbfwydznYzzj6mgDalGyQf57bOx2mGrUV0fbKTYvReAn7zawR53AZSvlJTAYIRjVYm%2BQKDfmC1qEhnEdKaQGFaMcTVT5VaOgXNxp8P9CasuR/sAnUMl8STuWdAwegVPpDybev/O6Vi/mvxsPcoHc48tTVKvwjberA5deIAMtRIfECbg7%2BOb/8aKoLw%3D%3D&ph=a9191ca86eb0&phv=1,有料老人ホームでの介護スタッフ賞与年2回／夜勤手当あり／車通勤OK／ブランクOK／完全週休2日制,G&G（介護）,,,457-0841,,,介護,サービス付き高齢者向け住宅,,,,正社員,,,,,,,,,,,
136182,株式会社イクロスパル白浜,,0739-42-3700,和歌山県西牟婁郡白浜町2666,https://xn--pckua2a7gp15o89zb.com/jb/9a410023aac471bfcfd31f0f67342326,,介護職／入浴介助／食事介助／排泄介助／調理補助／スタッフ,圏友（介護）,,青木　美晴,649-2211,7,,,,,,,正社員,,,,,,,,,,,
373545,株式会社イケダ光音堂,,0749-63-7311,滋賀県長浜市八幡中山町477番地風の街ビル,https://www.ikeda-kouondo.com/,https://jp.indeed.com/rc/clk?jk=a4d06c3462208675&fccid=8c34bad26ebd1f82&vjs=3,障がい者グループホームの生活支援員・世話人,FUJI（介護）,,池田　洵一,526-0021,68,,介護・子育て支援・楽器販売・教室,,,,,,,,,,,,,,,,
123505,株式会社いこいの里静岡,,0538-36-5200,静岡県磐田市大原1911,https://jp.indeed.com/rc/clk?jk=24284c4c3652611d&fccid=983ece7e53be16ba&vjs=3,https://www.ikoinosatoshizuoka.com/,介護スタッフ新着,さくら（介護）,,,438-0043,,,住宅型有料老人ホーム,,,,,正社員,,,,,,,,,,,
367388,株式会社いこいの里静岡,,0538-36-5200,静岡県磐田市大原1911,https://www.ikoinosatoshizuoka.com/,https://jp.indeed.com/rc/clk?jk=ca359b60409b93c6&fccid=70c54c375a80fd95&vjs=3,夜勤専門介護スタッフ,FUJI（介護）,,,438-0043,,,医療、介護サービス,,,,,,,,,,,,,,,,
503991,株式会社いこいの里静岡,,0538-36-5200,静岡県磐田市大原1911,https://www.ikoinosatoshizuoka.com/,https://xn--pckua2a7gp15o89zb.com/jb/8397b73d71fca45ec8e63616d0631617,賞与3.5ヶ月、有料老人ホームの介護リーダー,G&G（介護）,,,438-0043,,,介護,住宅型有料老人ホーム,,,,正社員,,,,,,,,,,,
760974,株式会社いこいの里静岡,,0538-36-5200,静岡県磐田市大原1911,https://www.ikoinosatoshizuoka.com/,https://xn--pckua2a7gp15o89zb.com/jb/42a1667b85dd8833883f3845bf2330d6,夜勤専門介護スタッフ,SOUND（介護）,,,438-0043,,,医療、介護サービス,,,,,,,,,,,,,,,,
92530,株式会社イシハラ・ケアサービスあざれあ小鷹野,,053-252-9221,愛知県豊橋市下地町字柳目28番地,https://xn--pckua2a7gp15o89zb.com/jb/fcbcaea83f04bac6e2cfeb676410302a,http://www.azalea-care.com/,初公募!介護スタッフ夜勤キッチンスタッフ,ビイサイド（介護）,,,,,,,,,,,アルバイト・パート,,,,,,,,,,,
92837,株式会社いずみサービスいずみケアサポート,,075-958-1139,京都府長岡京市粟生川久保6,https://xn--pckua2a7gp15o89zb.com/jb/203cadea3a3c5d2b2c69cf52681bc9b6,https://izumi-care.com/caresupport/,ヘルパー・介護職／いずみケアサポート,ビイサイド（介護）,,,,,,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
759316,株式会社いっしん ここいち水戸城東,,029-246-5175,茨城県水戸市城東4丁目4-6,https://isshin.gr.jp/,https://xn--pckua2a7gp15o89zb.com/jb/029ae4d323d66852a955401d6e1c8589,サ高住での介護スタッフ,SOUND（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
759560,株式会社いっしん ハートリビング土浦中央,,029-897-3770,茨城県土浦市中央1-5-16,https://isshin.gr.jp/,https://xn--pckua2a7gp15o89zb.com/jb/0eb45559bae411fad0467293ea455640,住宅型有料での介護スタッフ,SOUND（介護）, , ,,,,介護,デイサービス・グループホーム,,,,正社員,,,,,,,,,,,
805282,株式会社いっしんいっしん水戸,,029-831-9504,茨城県かすみがうら市稲吉2丁目18-15, https://isshin.gr.jp/index.php,https://xn--pckua2a7gp15o89zb.com/jb/1080b3de7fe58e84838ee40a7615b0cd,ケアマネ／水戸市の居宅介護支援事業所／ケアマネージャー募集中,光誠会（介護）, , ,,,,介護,認知症対応型高齢者グループホーム事業／介護付き有料老人ホーム事業／サービス付き高齢者向け住宅事業／通所介護事業／福祉用具貸与事業／居宅介護支援事業／放課後等デイサービス,,,,正社員,,,,,,,,,,,
529462,株式会社いっしんいっしん館「内原」,,029-257-5580,茨城県水戸市杉崎町１９５−１,https://isshin.gr.jp/g_home/index.php,https://xn--pckua2a7gp15o89zb.com/jb/c2e16e3a5823a041a4613bb15e0acb44,残業少なめ!マイカー通勤可介護職員,G&G（介護）,,,319-0306,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
583514,株式会社いっしんいっしん館「内原」,,029-257-5580,茨城県水戸市杉崎町１９５−１,https://isshin.gr.jp/g_home/index.php,https://xn--pckua2a7gp15o89zb.com/jb/c2e16e3a5823a041a4613bb15e0acb44,残業少なめ!マイカー通勤可介護職員,フコックス（介護）,,,319-0306,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
529487,株式会社いっしんここいち守谷,,0297-44-8505,茨城県守谷市本町３２９４−２,https://isshin.gr.jp/k_house/,https://xn--pckua2a7gp15o89zb.com/jb/495e2e601864f74a6889bcac19b2044f,介護職サービス付き高齢者向け住宅未経験OK,G&G（介護）,,,302-0109,,,介護,サービス付き高齢者向け住宅,,,,正社員,,,,,,,,,,,
590674,株式会社いっしんここいち守谷,,0297-44-8505,茨城県守谷市本町３２９４−２,https://isshin.gr.jp/k_house/,https://xn--pckua2a7gp15o89zb.com/jb/495e2e601864f74a6889bcac19b2044f,介護職サービス付き高齢者向け住宅未経験OK,SOUND（介護）,,,302-0109,,,介護,介護,,,,正社員,,,,,,,,,,,
504673,株式会社いっしんサービス付き高齢者向け住宅ここいち上尾,,048-729-4404,埼玉県上尾市本町4丁目8-19,https://isshin.gr.jp/k_house/,https://xn--pckua2a7gp15o89zb.com/jb/c1ffbe41345b3e6234df518602ac4bbc,介護職・ヘルパー／サービス付き高齢者向け住宅,フコックス（介護）,,,362-0014,,,介護,サービス付高齢者向け住宅,,,,正社員,,,,,,,,,,,
528856,株式会社いっしんサービス付き高齢者向け住宅ここいち下妻,,0296-30-7051,茨城県下妻市村岡乙167-1,https://isshin.gr.jp/k_house/,https://xn--pckua2a7gp15o89zb.com/jb/4946145e3381af6d02172c72752ee8fd,介護福祉士,G&G（介護）,,,304-0824,,,介護,サービス付き高齢者向け住宅,,,,正社員,,,,,,,,,,,
528734,株式会社いっしんハートリビング笠間,,0296-71-8851,茨城県笠間市鯉淵６２６６−２７,https://isshin.gr.jp/living/building.php,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l13b1c585c5886c5b64a3bd9fbadda0b2&p=t%2BAK7k0GmMUr0ZRss/MBmzUc110V5e2EQ0%2BVI9BvGGxi23MYfieBP3wfoO7Htf3uPSRiRyf0QiXKGGFObgyp%2Bg%2Bf6DkuB%2BuBT466X1tsR7OPEUnZJhO3LkMKg3kw2LpVfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgocrCutsZTHL6moXUYHqpRn%2BXpkGVMyfxGX3iUZhFT/T76nO9cKLwcDVv%2BJj0OB26httMXbcv129q6LpOgIRfOciAVm/DVJc4L%2BAq/0ZWM%2BHMgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbQBV7XdlWU9VWGWQajCX1tZ3mNqm4rXq2ZATW6x%2B0AcKzHrZ6YapgajISNUgwiSkRZZWyiZtLGQ/nrteYl8clxQ%3D%3D&ph=99d0d49504c8&phv=1,介護職員介護福祉士有料老人ホーム常勤働きながら資格取得が目指せる!30代・40代,G&G（介護）,,,309-1703,,,介護,住宅型有料老人ホーム,,,,正社員,,,,,,,,,,,
593072,株式会社いっしんハートリビング笠間,,0296-71-8851,茨城県笠間市鯉淵６２６６−２７,https://isshin.gr.jp/living/building.php,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l13b1c585c5886c5b64a3bd9fbadda0b2&p=t%2BAK7k0GmMUr0ZRss/MBmzUc110V5e2EQ0%2BVI9BvGGxi23MYfieBP3wfoO7Htf3uPSRiRyf0QiXKGGFObgyp%2Bg%2Bf6DkuB%2BuBT466X1tsR7OPEUnZJhO3LkMKg3kw2LpVfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgocrCutsZTHL6moXUYHqpRn%2BXpkGVMyfxGX3iUZhFT/T76nO9cKLwcDVv%2BJj0OB26httMXbcv129q6LpOgIRfOciAVm/DVJc4L%2BAq/0ZWM%2BHMgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbQBV7XdlWU9VWGWQajCX1tZ3mNqm4rXq2ZATW6x%2B0AcKzHrZ6YapgajISNUgwiSkRZZWyiZtLGQ/nrteYl8clxQ%3D%3D&ph=99d0d49504c8&phv=1,介護職員介護福祉士有料老人ホーム常勤働きながら資格取得が目指せる!30代・40代,SOUND（介護）,,,309-1703,,,介護,介護,,,,正社員,,,,,,,,,,,
992938,株式会社いっしんハートワンち玉造,,0299-35-6650,茨城県行方市玉造４７６−１, ,https://xn--pckua2a7gp15o89zb.com/jbn/cd483a2d5820fcc166eac6d5ec08e5b8,介護職・ヘルパー／サービス付き高齢者向け住宅／無資格・未経験OK!,SND（介護）, , ,,,,介護,介護付き有料老人ホーム,,,,正社員,,,,,,,,,,,
